J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_sigmoid,7,1,BebmS,3,0.4624424679485513,0.9907270727072707,74.23029166857401,0.40558922558922555,0.0,8.40358126721763,0.039735099337748346,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,7,1,BebmS (Blind),3,0.4624424679485513,0.9907270727072707,89.36351451873779,0.44653198653198656,0.003306766909734048,16.150137741046834,0.5231788079470199,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,7,1,Random Guessing,3,0.4624424679485513,0.9907270727072707,0.0,0.5419845271499679,-0.0022267788811975416,53.23278236914601,6.450331125827814,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,7,1,SuStaIn (GMM),3,0.4624424679485513,0.9907270727072707,403.04896204074225,0.3972390572390572,-0.0007140413185262799,16.269972451790633,43.70198675496689,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,7,1,SuStaIn (KDE),3,0.4624424679485513,0.9907270727072707,425.9023612777392,0.3513131313131313,0.01039078571699864,13.74793388429752,22.344370860927153,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,8,1,BebmS,3,0.3072482310344895,0.9802940294029403,85.77641554276148,0.37198653198653203,0.0,9.104972375690608,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,8,1,BebmS (Blind),3,0.3072482310344895,0.9802940294029403,98.99624732335408,0.41885521885521887,0.0,11.338397790055248,3.8940397350993377,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,8,1,Random Guessing,3,0.3072482310344895,0.9802940294029403,0.0,0.49561266388626674,-0.0007292904897646204,51.748618784530386,5.748344370860927,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,8,1,SuStaIn (GMM),3,0.3072482310344895,0.9802940294029403,644.0503538091978,0.4398653198653199,-0.0024165965909582693,18.980662983425415,46.735099337748345,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,8,1,SuStaIn (KDE),3,0.3072482310344895,0.9802940294029403,774.1994663556417,0.3181144781144782,-0.002413133684565504,11.606353591160222,14.456953642384105,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,9,1,BebmS,3,0.3494187802696573,0.9827289395606227,135.2966699719429,0.3764309764309764,0.0,6.769655172413793,0.013245033112582781,,,100,100
