J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_xnjNonNormal,0,7,BebmS,3,0.1921447463184054,0.951837850451712,109.02031593322754,0.3966329966329966,0.0,10.437241379310343,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,0,7,BebmS (Blind),3,0.1921447463184054,0.951837850451712,116.41518284479776,0.3672727272727272,0.0,7.517241379310345,1.304635761589404,,0.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,0,7,Random Guessing,3,0.1921447463184054,0.951837850451712,0.0,0.5019740425025653,0.0061323662080195,52.54206896551724,5.801324503311259,,0.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,0,7,SuStaIn (GMM),3,0.1921447463184054,0.951837850451712,262.1627210299174,0.4678787878787879,0.0054694626782655,17.76,47.01324503311258,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,0,7,SuStaIn (KDE),3,0.1921447463184054,0.951837850451712,317.6659275054932,0.3741414141414141,-0.0005905091289662,14.36551724137931,37.15231788079471,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,1,7,BebmS,3,0.2036203981672507,0.9621775510884422,70.9244612455368,0.4198653198653199,-0.0002372634076214,9.29103448275862,0.0728476821192053,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,1,7,BebmS (Blind),3,0.2036203981672507,0.9621775510884422,87.43306851387024,0.412053872053872,0.0,7.517241379310345,0.5364238410596026,,2.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,1,7,Random Guessing,3,0.2036203981672507,0.9621775510884422,0.0,0.499228961677584,0.0025605621086059,53.74344827586207,6.2052980132450335,,2.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,1,7,SuStaIn (GMM),3,0.2036203981672507,0.9621775510884422,127.80141785939534,0.5257912457912458,0.0016535212557829,19.517241379310345,49.3046357615894,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,1,7,SuStaIn (KDE),3,0.2036203981672507,0.9621775510884422,135.81246106227238,0.4593939393939394,0.0003162491580577,15.364137931034485,33.29139072847682,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,2,7,BebmS,3,0.2282565189358859,0.9601746841350802,71.58199885686238,0.4008080808080808,-0.0016515947719858,14.04551724137931,0.1655629139072847,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,2,7,BebmS (Blind),3,0.2282565189358859,0.9601746841350802,101.18701949516932,0.4173737373737373,0.0,9.73103448275862,2.0927152317880795,,0.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,2,7,Random Guessing,3,0.2282565189358859,0.9601746841350802,0.0,0.4851037381547314,-0.0023718505078322,52.43724137931034,5.814569536423841,,0.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,2,7,SuStaIn (GMM),3,0.2282565189358859,0.9601746841350802,470.02758370637895,0.4958249158249159,0.0028324667654363,17.71448275862069,48.35099337748344,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,2,7,SuStaIn (KDE),3,0.2282565189358859,0.9601746841350802,561.1055063843727,0.3377104377104377,0.0007479153275759,11.899310344827589,26.125827814569536,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,3,7,BebmS,3,0.0583148052362823,0.6535360202686935,68.39478937784831,0.3569023569023569,0.5650804296997015,7.794482758620689,0.0666666666666666,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,3,7,BebmS (Blind),3,0.0583148052362823,0.6535360202686935,84.40280711253484,0.3555555555555555,-0.0073043395585652,12.944827586206896,1.0933333333333333,,3.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,3,7,Random Guessing,3,0.0583148052362823,0.6535360202686935,0.0,0.4769246946397867,-0.0022239430076311,52.528275862068966,6.126666666666667,,3.0,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,3,7,SuStaIn (GMM),3,0.0583148052362823,0.6535360202686935,505.4103311379751,0.463030303030303,0.1385224164129338,17.50344827586207,45.766666666666666,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,3,7,SuStaIn (KDE),3,0.0583148052362823,0.6535360202686935,578.6849929610888,0.4472053872053872,0.0353955622944593,14.808275862068966,32.986666666666665,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,4,7,BebmS,3,0.08873540285879,0.7707664099743308,68.67676409085591,0.3967676767676768,0.0028714112429229,7.9944827586206895,0.0198675496688741,,,100,100
726,0.21,sn_kjContinuousBeta_xnjNonNormal,4,7,BebmS (Blind),3,0.08873540285879,0.7707664099743308,83.20178124507268,0.3792592592592592,0.0509996870647868,11.184827586206897,1.0662251655629138,,2.0,100,100
